Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
36454970,White Fragility: Why It’s So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin",Michael Eric Dyson,"=""0807047414""","=""9780807047415""",0,Beacon Press,Paperback,169,2018,2018,2019/01/12,2019/01/10,,,read,,,,1,0
36530830,Daughters of the Lake,Wendy     Webb,"Webb, Wendy",,"=""1503956342""","=""9781503956346""",3.0,Lake Union Publishing,Kindle Edition,321,2018,2018,2019/01/10,2018/12/07,,,read,,,,1,0
694906,The Grand Chessboard: American Primacy and its Geostrategic Imperatives,Zbigniew Brzeziński,"Brzeziński, Zbigniew",,"=""0465027261""","=""9780465027262""",5.0,Basic Books,Paperback,240,1998,1997,2018/12/07,2018/02/15,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,Anchor Books,Paperback,311,1998,1985,2018/12/07,2018/10/16,,,read,,,,1,0
7062170,The Grand Strategy of the Byzantine Empire,Edward N. Luttwak,"Luttwak, Edward N.",,"=""0674035194""","=""9780674035195""",0,Belknap Press: An Imprint of Harvard University Press,Hardcover,512,2009,2009,,2018/05/25,to-read,to-read (#119),to-read,,,,0,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj","=""0345803922""","=""9780345803924""",0,Vintage,Paperback,964,2012,1878,,2018/05/16,,,read,,,,1,0
37955373,Faith: A Journey For All,Jimmy Carter,"Carter, Jimmy",,"=""1508248974""","=""9781508248972""",0,Simon  Schuster Audio,Audiobook,5,2018,2018,2018/04/16,2018/03/27,,,read,,,,1,0
36595101,Fire and Fury: Inside the Trump White House,Michael  Wolff,"Wolff, Michael",,"=""1250158060""","=""9781250158062""",3.0,Henry Holt and Co.,Hardcover,322,2018,2018,2018/02/05,2018/01/09,,,read,,,,1,0
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,"Preston, Richard",,"=""""","=""""",4.0,Anchor Books,Paperback,352,1999,1994,2018/02/05,2018/01/05,,,read,Glad I read it. Glad I am done. ,,,1,0
6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"Alexander, Michelle",,"=""""","=""""",4.0,The New Press Inc.,Hardcover,290,2010,2010,2018/01/05,2017/10/24,,,read,,,,1,0
22477307,This Idea Must Die: Scientific Theories That Are Blocking Progress,John Brockman,"Brockman, John",,"=""0062374346""","=""9780062374349""",4.0,Harper Perennial,Paperback,568,2015,2015,2017/07/25,2016/11/07,,,read,,,,1,0
26030711,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nathalia Holt,"Holt, Nathalia",,"=""0316338923""","=""9780316338929""",4.0,"Little, Brown and Company",Hardcover,338,2016,2016,2017/07/25,2016/09/10,,,read,,,,1,0
181077,Sadako and the Thousand Paper Cranes,Eleanor Coerr,"Coerr, Eleanor",Ronald Himler,"=""0698118022""","=""9780698118027""",5.0,Puffin Books,Paperback,80,1987,1977,,2017/07/24,,,read,,,,1,0
736376,Breakfast with Buddha,Roland Merullo,"Merullo, Roland",,"=""1565125525""","=""9781565125520""",4.0,Algonquin Books,Hardcover,323,2007,2007,2017/05/21,2017/03/27,,,read,,,,1,0
18581645,Mountains in My Heart: A Passion for Climbing,Gerlinde Kaltenbrunner,"Kaltenbrunner, Gerlinde",,"=""159485856X""","=""9781594858567""",5.0,Mountaineers Books,Paperback,304,2014,2014,2017/05/21,2016/09/11,,,read,,,,1,0
394333,Appearance and Reality: An Introduction to the Philosophy of Physics,Peter Kosso,"Kosso, Peter",,"=""0195115155""","=""9780195115154""",0,Oxford University Press,Paperback,208,1997,1997,,2017/03/06,to-read,to-read (#118),to-read,,,,0,0
6319,The BFG,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141311371""","=""9780141311371""",0,Puffin Books,Paperback,199,2001,1982,,2016/10/17,,,read,,,,1,0
31286699,"Elon Musk: Elon Musk’s Best Lessons for Life, Business, Success and Entrepreneurship",Andrew Knight,"Knight, Andrew",,"=""""","=""""",3.0,,Kindle Edition,111,2016,,2016/12/03,2016/11/18,,,read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",4.0,Crown Publishers,Hardcover,480,2011,2011,2016/10/25,2016/03/17,,,read,,,,1,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",5.0,Avon,Mass Market Paperback,1152,2002,1999,2016/10/25,2015/06/30,,,read,,,,1,0
29429859,The Penguin Book of the Undead: Fifteen Hundred Years of Supernatural Encounters (Penguin Classics),Scott G. Bruce,"Bruce, Scott G.",,"=""0143107682""","=""9780143107682""",0,Penguin Classics,Paperback,320,2016,2016,,2016/10/17,to-read,to-read (#117),to-read,,,,0,0
1277014,Poésies,Stéphane Mallarmé,"Mallarmé, Stéphane",,"=""2070327167""","=""9782070327164""",0,Gallimard,Broché,298,1992,1899,,2016/10/17,to-read,to-read (#116),to-read,,,,0,0
21913812,This Changes Everything: Capitalism vs. The Climate,Naomi Klein,"Klein, Naomi",,"=""1451697384""","=""9781451697384""",0,Simon & Schuster,Hardcover,566,2014,2014,,2016/10/17,to-read,to-read (#115),to-read,,,,0,0
10335308,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,"Kaling, Mindy",,"=""0307886263""","=""9780307886262""",3.0,Crown Archetype,Hardcover,222,2011,2011,,2016/09/26,,,read,,,,1,0
25489162,Alice & Oliver,Charles Bock,"Bock, Charles",,"=""140006838X""","=""9781400068388""",4.0,Random House,Hardcover,416,2016,2016,2016/09/20,2016/05/01,,,read,,,,1,0
13149874,Buried in the Sky: The Extraordinary Story of the Sherpa Climbers on K2's Deadliest Day,Peter Zuckerman,"Zuckerman, Peter",Amanda Padoan,"=""0393079880""","=""9780393079883""",5.0,W. W. Norton & Company,Hardcover,286,2012,2012,2016/09/10,2016/08/28,,,read,,,,1,0
23460830,"Secondhand Souls (Grim Reaper, #2)",Christopher Moore,"Moore, Christopher",,"=""0061779784""","=""9780061779787""",5.0,William Morrow,Hardcover,335,2015,2015,2016/08/28,2016/08/04,,,read,,,,1,0
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",0,HarperTorch,Mass Market Paperback,540,2006,1974,2016/07/24,2013/08/17,,,read,,,,1,0
23875814,Stronger: Develop the Resilience You Need to Succeed,George S. Everly Jr.,"Jr., George S. Everly","Douglas A. Strouse, Dennis K. McCormack","=""0814436048""","=""9780814436042""",0,AMACOM,Hardcover,240,2015,2015,2016/07/24,2016/03/11,,,read,,,,1,0
29059,Choke,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385720920""","=""9780385720922""",0,Anchor Books,Paperback,293,2002,2001,2016/07/24,2016/05/01,,,read,,,,1,0
25571952,Unstoppable: Harnessing Science to Change the World,Bill Nye,"Nye, Bill",,"=""1250007143""","=""9781250007148""",0,St. Martin's Press,Hardcover,341,2015,2015,,2016/05/01,to-read,to-read (#114),to-read,,,,0,0
8836,A Guide for Grown-Ups: Essential Wisdom from the Collected Works of Antoine de Saint-Exupéry,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",,"=""0152167110""","=""9780152167110""",4.0,Harcourt Children's Books,Hardcover,96,2002,2002,,2016/04/28,,,read,,,,1,0
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,Anchor Books,Paperback,389,2012,2003,,2016/04/25,to-read,to-read (#113),to-read,,,,0,0
25151238,Islam and the Future of Tolerance: A Dialogue,Sam Harris,"Harris, Sam",Maajid Nawaz,"=""0674088700""","=""9780674088702""",3.0,Harvard University Press ,Hardcover,138,2015,2015,2016/03/17,2016/03/13,,,read,,,,1,0
4865,How to Win Friends & Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",0,Gallery Books,Paperback,288,1998,1936,,2016/03/09,,,read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",3.0,William Morrow,Hardcover,268,2006,2005,,2013/08/17,,,read,,,,1,0
9316081,First Ascent,Venables S,"S, Venables",,"=""1844035964""","=""9781844035960""",3.0,Cassell Illustrated,Hardcover,192,2008,2008,2016/02/05,2016/02/01,,,read,,,,1,0
20312464,The Future for Curious People,Gregory Sherl,"Sherl, Gregory",,"=""1616203692""","=""9781616203696""",3.0,Algonquin Books,Paperback,323,2014,2014,2016/02/01,2016/01/30,,,read,,,,1,0
78433,The Blind Assassin,Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,Virago Press Ltd,Paperback,641,2001,2000,2016/01/26,2013/08/17,,,read,,,,1,0
344883,In the Time of Madness: Indonesia on the Edge of Chaos,Richard Lloyd Parry,"Parry, Richard Lloyd",,"=""0802142931""","=""9780802142931""",0,Grove Press,Paperback,328,2007,2005,2016/01/24,2016/01/18,,,read,,,,1,0
6978889,No Way Down: Life and Death on K2,Graham Bowley,"Bowley, Graham",,"=""0061834785""","=""9780061834783""",4.0,Harper,Hardcover,288,2010,2010,2016/01/24,2016/01/24,,,read,,,,1,0
17673,"The Anthropology of Turquoise: Reflections on Desert, Sea, Stone, and Sky (Pulitzer Prize Finalist)",Ellen Meloy,"Meloy, Ellen",,"=""0375708138""","=""9780375708138""",5.0,Vintage,Paperback,336,2003,2002,,2016/01/15,,,read,,,,1,0
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",5.0,Bantam Books,Paperback,438,2000,1992,,2015/06/30,,,read,,,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,"Little, Brown and Company",Hardcover,309,2008,2008,,2013/08/17,,,read,,,,1,0
20588698,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",Lena Dunham,"Dunham, Lena",Joana Avillez,"=""081299499X""","=""9780812994995""",4.0,Random House,Hardcover,265,2014,2014,,2014/10/19,,,read,,,,1,0
23534,Love Is a Dog from Hell,Charles Bukowski,"Bukowski, Charles",,"=""0876853629""","=""9780876853627""",0,Ecco (An Imprint of HarperCollinsPublishers),Paperback,312,2003,1977,,2015/06/30,to-read,to-read (#112),to-read,,,,0,0
4004,The Pilgrimage,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0722534876""","=""9780722534878""",0,Thorsons,Paperback,226,1997,1987,2014/10/14,2014/05/04,,,read,,,,1,0
22104991,You Are Here: Around the World in 92 Minutes,Chris Hadfield,"Hadfield, Chris",,"=""0345814940""","=""9780345814944""",0,Random House Canada,Hardcover,195,2014,2014,,2014/10/14,to-read,to-read (#111),to-read,,,,0,0
1129246,How to Write a Patent Application,Jeffrey G. Sheldon,"Sheldon, Jeffrey G.",,"=""0872240444""","=""9780872240445""",0,Practising Law Inst,Hardcover,1310,2008,1992,2014/06/24,2014/03/28,,,read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",2.0,Alfred A. Knopf,Hardcover,241,2006,2006,,2014/06/24,,,read,,,,1,0
873597,Animals Matter: A Biologist Explains Why We Should Treat Animals with Compassion and Respect,Marc Bekoff,"Bekoff, Marc",Jane Goodall,"=""1590305221""","=""9781590305225""",0,Shambhala,Paperback,202,2007,2007,2014/05/04,2014/03/27,,,read,,,,1,0
519071,"Equations of Eternity: Speculations on Consciousness, Meaning, and the Mathematical Rules That Orchestrate the Cosmos",David Darling,"Darling, David",,"=""1567315062""","=""9781567315066""",0,Mjf Books,Hardcover,190,2002,1993,2014/05/04,2014/04/16,,,read,,,,1,0
7743117,Sacré Bleu: A Comedy d'Art,Christopher Moore,"Moore, Christopher",,"=""0061779741""","=""9780061779749""",0,HarperCollins,Hardcover,403,2012,2012,2014/05/04,2013/08/17,,,read,,,,1,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Mark Hallaq, Amanda Lee","=""""","=""9780143039563""",5.0,Penguin Classics,Paperback,244,2006,1876,,2013/08/17,,,read,,,,1,0
111185,Physics and Philosophy: The Revolution in Modern Science,Werner Heisenberg,"Heisenberg, Werner",Paul C.W. Davies,"=""""","=""""",4.0,Penguin Classics,Paperback,176,2000,1958,2014/04/16,2014/03/22,,,read,,,,1,0
11870085,The Fault in Our Stars,John  Green,"Green, John",,"=""""","=""""",4.0,Dutton Books,Hardcover,313,2012,2012,,2014/03/25,,,read,,,,1,0
646182,The Psychology of Romantic Love,Nathaniel Branden,"Branden, Nathaniel",,"=""0553275550""","=""9780553275551""",4.0,Bantam,Paperback,240,1985,2000,,2014/03/02,,,read,,,,1,0
15054,Written on the Body,Jeanette Winterson,"Winterson, Jeanette",,"=""0679744479""","=""9780679744474""",0,Vintage International,Paperback,190,1994,1992,,2014/03/02,,,read,,,,1,0
16041808,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307476073""","=""9780307476074""",0,Vintage,Paperback,317,2013,2012,,2014/03/02,,,read,,,,1,0
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,"Pinker, Steven",,"=""0142003344""","=""9780142003343""",0,Penguin Books,Paperback,560,2003,2002,,2013/08/23,to-read,to-read (#110),to-read,,,,0,0
29036,The Great Influenza: The Story of the Deadliest Pandemic in History,John M. Barry,"Barry, John M.",,"=""0143036491""","=""9780143036494""",0,Penguin Books,Paperback,546,2005,2004,,2013/08/23,to-read,to-read (#109),to-read,,,,0,0
46722,The Coming Plague: Newly Emerging Diseases in a World Out of Balance,Laurie Garrett,"Garrett, Laurie",,"=""0140250913""","=""9780140250916""",0,Penguin (Non-Classics),Paperback,750,1995,1994,,2013/08/23,to-read,to-read (#108),to-read,,,,0,0
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,"Pinker, Steven",,"=""0060958332""","=""9780060958336""",0,Harper Perennial Modern Classics,Paperback,448,2000,1994,,2013/08/23,to-read,to-read (#107),to-read,,,,0,0
294368,The Lives of a Cell: Notes of a Biology Watcher,Lewis Thomas,"Thomas, Lewis",,"=""0140047433""","=""9780140047431""",0,Penguin Books,Paperback,160,1978,1974,,2013/08/23,to-read,to-read (#106),to-read,,,,0,0
117047,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,"Dawkins, Richard",,"=""0141026162""","=""9780141026169""",5.0,Penguin,Paperback,466,2006,1986,,2013/08/23,,,read,,,,1,0
7619057,"Warm Bodies (Warm Bodies, #1)",Isaac Marion,"Marion, Isaac",,"=""0099549344""","=""9780099549345""",4.0,Random House Vintage,Paperback,240,2010,2010,,2013/08/17,,,read,,,,1,0
759960,Rumble Fish,S.E. Hinton,"Hinton, S.E.",,"=""""","=""""",3.0,Laurel Leaf,Mass Market Paperback,144,1989,1975,,2013/08/17,,,read,,,,1,0
33569,"That Was Then, This Is Now",S.E. Hinton,"Hinton, S.E.",,"=""0140389660""","=""9780140389661""",3.0,Puffin Books,Mass Market Paperback,159,1998,1971,,2013/08/17,,,read,,,,1,0
231804,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""0670532576""","=""9780670532575""",5.0,Puffin Books (US/CAN),Mass Market Paperback,208,1997,1967,,2013/08/17,,,read,,,,1,0
10854637,Haiti: After the Earthquake,Paul Farmer,"Farmer, Paul",,"=""1586489739""","=""9781586489731""",5.0,PublicAffairs,Hardcover,431,2011,2011,,2013/08/17,,,read,,,,1,0
661815,AIDS and Accusation: Haiti and the Geography of Blame (Comparative Studies of Health Systems and Medical Care),Paul Farmer,"Farmer, Paul",,"=""0520083431""","=""9780520083431""",0,University of California Press,Paperback,338,1992,1992,,2013/08/17,to-read,to-read (#105),to-read,,,,0,0
10232,"Pathologies of Power: Health, Human Rights, and the New War on the Poor",Paul Farmer,"Farmer, Paul",Amartya Sen,"=""0520243269""","=""9780520243262""",4.0,University of California Press,Paperback,438,2004,2003,,2013/08/17,,,read,,,,1,0
10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder,"Kidder, Tracy",,"=""0812973011""","=""9780812973013""",5.0,Random House Trade Paperbacks,Paperback,333,2004,2003,,2013/08/17,,,read,,,,1,0
561918,Mass Rape: The War Against Women in Bosnia-Herzegovina,Roy Gutman,"Gutman, Roy","Cynthia Enloe, Marion Faber, Alexandra Stiglmayer","=""0803292295""","=""9780803292291""",4.0,University of Nebraska Press,Paperback,234,1994,1994,,2013/08/17,,,read,,,,1,0
772888,Woman on the Edge of Time,Marge Piercy,"Piercy, Marge",,"=""0449210820""","=""9780449210826""",4.0,Fawcett,Mass Market Paperback,432,1985,1976,,2013/08/17,,,read,,,,1,0
30617,Jack: A Life of C.S. Lewis,George Sayer,"Sayer, George",Lyle Wesley Dorsett,"=""1581347391""","=""9781581347395""",3.0,Crossway,Paperback,464,2005,1988,,2013/08/17,,,read,,,,1,0
30628,Space Trilogy: Out of the Silent Planet / Perelandra / That Hideous Strength,C.S. Lewis,"Lewis, C.S.",,"=""068483118X""","=""9780684831183""",5.0,Scribner Paperback Fiction,Paperback,764,1996,1938,,2013/08/17,,,read,,,,1,0
121715,The Weight of Glory,C.S. Lewis,"Lewis, C.S.",,"=""0060653205""","=""9780060653200""",4.0,HarperSanFrancisco,Paperback,192,2001,1949,,2013/08/17,,,read,,,,1,0
30636,Miracles,C.S. Lewis,"Lewis, C.S.",,"=""0006280943""","=""9780006280941""",4.0,,Paperback,294,2002,1947,,2013/08/17,,,read,,,,1,0
100933,"That Hideous Strength (The Space Trilogy, #3)",C.S. Lewis,"Lewis, C.S.",,"=""0007157177""","=""9780007157174""",5.0,HarperCollins Publishers,Paperback,534,2005,1945,,2013/08/17,,,read,,,,1,0
30633,The Four Loves,C.S. Lewis,"Lewis, C.S.",,"=""0006280897""","=""9780006280897""",4.0,HarperCollins Publishers Ltd,Paperback,170,2002,1960,,2013/08/17,,,read,,,,1,0
100924,"Perelandra (The Space Trilogy, #2)",C.S. Lewis,"Lewis, C.S.",,"=""0007157169""","=""9780007157167""",5.0,Voyager,Paperback,314,2005,1943,,2013/08/17,,,read,,,,1,0
26435,The Problem of Pain,C.S. Lewis,"Lewis, C.S.",,"=""0006280935""","=""9780006280934""",4.0,HarperOne,Paperback,176,,1940,,2013/08/17,,,read,,,,1,0
17343,Till We Have Faces,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",4.0,Harcourt Paperbacks,Paperback,313,2006,1956,,2013/08/17,,,read,,,,1,0
84369,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,"Lewis, C.S.",,"=""0007202326""","=""9780007202324""",4.0,HarperCollins Publishers,Paperback,288,2005,1956,,2013/08/17,,,read,,,,1,0
65641,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""""","=""""",3.0,HarperCollins,Paperback,243,2008,1953,,2013/08/17,,,read,,,,1,0
84119,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis,"Lewis, C.S.",,"=""0439861365""","=""9780439861366""",5.0,Scholastic Inc,Paperback,224,1995,1954,,2013/08/17,,,read,,,,1,0
121749,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,"Lewis, C.S.",,"=""000720230X""","=""9780007202300""",3.0,HarperCollins Publishers,Hardcover,240,2005,1951,,2013/08/17,,,read,,,,1,0
65605,"The Magician’s Nephew (Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",,"=""0060764902""","=""9780060764906""",4.0,HarperCollins Narnia,Mass Market Paperback,221,2005,1955,,2013/08/17,,,read,,,,1,0
140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""006112527X""","=""9780061125270""",4.0,HarperCollins,Hardcover,248,2006,1952,,2013/08/17,,,read,,,,1,0
11127,"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",5.0,HarperCollins,Paperback,767,2014,1956,,2013/08/17,,,read,,,,1,0
33459,Coyote Blue,Christopher Moore,"Moore, Christopher",,"=""0060735430""","=""9780060735432""",5.0,HarperPB,Paperback,303,2004,1993,,2013/08/17,,,read,,,,1,0
6559316,"Bite Me (A Love Story, #3)",Christopher Moore,"Moore, Christopher",,"=""0061779725""","=""9780061779725""",4.0,HarperCollins William Morrow,Hardcover,309,2010,2010,,2013/08/17,,,read,,,,1,0
33455,Island of the Sequined Love Nun,Christopher Moore,"Moore, Christopher",,"=""0060735449""","=""9780060735449""",3.0,Harper Perennial,Paperback,325,2004,1997,,2013/08/17,,,read,,,,1,0
33458,"The Lust Lizard of Melancholy Cove (Pine Cove, #2)",Christopher Moore,"Moore, Christopher",,"=""0060735457""","=""9780060735456""",3.0,William Morrow Paperbacks,Paperback,304,2004,1999,,2013/08/17,,,read,,,,1,0
33457,"Practical Demonkeeping (Pine Cove, #1)",Christopher Moore,"Moore, Christopher",,"=""0060735422""","=""9780060735425""",3.0,Perennial / William Morrow / HarperCollins,Paperback,243,2004,1992,,2013/08/17,,,read,,,,1,0
33441,"Fluke: Or, I Know Why the Winged Whale Sings",Christopher Moore,"Moore, Christopher",,"=""006056668X""","=""9780060566685""",3.0,HarperCollins Publishers,Paperback,324,2004,2003,,2013/08/17,,,read,,,,1,0
74731,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",Christopher Moore,"Moore, Christopher",,"=""0060842350""","=""9780060842352""",4.0,William Morrow,Hardcover,306,2005,2004,,2013/08/17,,,read,,,,1,0
3684856,Fool,Christopher Moore,"Moore, Christopher",,"=""0060590319""","=""9780060590314""",4.0,HarperCollins William Morrow,Hardcover,311,2009,2009,,2013/08/17,,,read,,,,1,0
33453,"You Suck (A Love Story, #2)",Christopher Moore,"Moore, Christopher",,"=""0060590297""","=""9780060590291""",3.0,William Morrow,Hardcover,328,2007,2007,,2013/08/17,,,read,,,,1,0
33454,"Bloodsucking Fiends (A Love Story, #1)",Christopher Moore,"Moore, Christopher",,"=""0060735414""","=""9780060735418""",4.0,HarperCollins,Paperback,300,2004,1995,,2013/08/17,,,read,,,,1,0
33456,"A Dirty Job (Grim Reaper, #1)",Christopher Moore,"Moore, Christopher",,"=""0060590270""","=""9780060590277""",5.0,William Morrow,Hardcover,387,2006,2006,,2013/08/17,,,read,,,,1,0
28881,"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,"Moore, Christopher",,"=""0380813815""","=""9780380813810""",5.0,Harper Perennial,Paperback,444,2004,2002,,2013/08/17,,,read,,,,1,0
821708,The Best American Nonrequired Reading 2007,Dave Eggers,"Eggers, Dave",,"=""0618902813""","=""9780618902811""",4.0,Mariner Books,Paperback,347,2007,2007,,2013/08/17,,,read,,,,1,0
4954,You Shall Know Our Velocity!,Dave Eggers,"Eggers, Dave",,"=""1400033543""","=""9781400033546""",4.0,Vintage,Paperback,401,2003,2002,,2013/08/17,,,read,,,,1,0
4952,What Is the What,Dave Eggers,"Eggers, Dave",,"=""1932416641""","=""9781932416640""",5.0,McSweeney's,Hardcover,475,2006,2006,,2013/08/17,,,read,,,,1,0
89959,U.S. Constitution (Saddlewire) (Books of American Wisdom),Founding Fathers,"Fathers, Founding",,"=""1557091528""","=""9781557091529""",5.0,Applewood Books,Paperback,32,1901,1787,,2013/08/17,,,read,,,,1,0
666758,The Knowledge of the Holy,A.W. Tozer,"Tozer, A.W.",,"=""0060684127""","=""9780060684129""",0,HarperOne,Paperback,117,1978,1961,,2013/08/17,to-read,to-read (#104),to-read,,,,0,0
1169429,The Conscience of a Liberal,Paul Krugman,"Krugman, Paul",,"=""0393060691""","=""9780393060690""",0,W. W. Norton & Company,Hardcover,296,2007,2007,,2013/08/17,to-read,to-read (#103),to-read,,,,0,0
35289,The 33 Strategies of War,Robert Greene,"Greene, Robert",,"=""0670034576""","=""9780670034574""",0,Viking,Hardcover,496,2025,2008,,2013/08/17,to-read,to-read (#102),to-read,,,,0,0
5509,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies,"Gies, Miep",Alison Leslie Gold,"=""0671662341""","=""9780671662349""",5.0,Simon & Schuster,Paperback,256,1988,1987,,2013/08/17,,,read,,,,1,0
15766601,The World Until Yesterday: What Can We Learn from Traditional Societies?,Jared Diamond,"Diamond, Jared",,"=""0670024813""","=""9780670024810""",0,Viking,Hardcover,512,2012,2012,,2013/08/17,to-read,to-read (#101),to-read,,,,0,0
12958655,Paris in Love,Eloisa James,"James, Eloisa",,"=""1400069564""","=""9781400069569""",0,Random House,Hardcover,272,2012,2012,,2013/08/17,to-read,to-read (#100),to-read,,,,0,0
23316,Round Ireland with a Fridge,Tony Hawks,"Hawks, Tony",,"=""0312274920""","=""9780312274924""",0,Thomas Dunne Books,Paperback,248,2001,1997,,2013/08/17,to-read,to-read (#99),to-read,,,,0,0
12294541,"Paris, My Sweet: A Year in the City of Light (and Dark Chocolate)",Amy Thomas,"Thomas, Amy",,"=""1402264119""","=""9781402264115""",0,"Sourcebooks, Incorporated",Paperback,280,2012,2012,,2013/08/17,to-read,to-read (#98),to-read,,,,0,0
11525,"1,000 Places to See Before You Die: A Traveler's Life List",Patricia Schultz,"Schultz, Patricia",,"=""0761104844""","=""9780761104841""",4.0,Workman Pub Co,Paperback,974,2003,2003,,2013/08/17,,,read,,,,1,0
480479,Under the Tuscan Sun: At Home in Italy,Frances Mayes,"Mayes, Frances",,"=""0767900383""","=""9780767900386""",0,Crown,Paperback,304,1997,1996,,2013/08/17,to-read,to-read (#97),to-read,,,,0,0
6642715,The Forty Rules of Love,Elif Shafak,"Shafak, Elif",,"=""""","=""""",4.0,Viking,Hardcover,354,2010,2009,,2013/08/17,,,read,,,,1,0
11149,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""0060652896""","=""9780060652890""",5.0,HarperCollins,Hardcover,209,2001,1942,,2013/08/17,,,read,,,,1,0
13103,"The Celestine Prophecy (Celestine Prophecy, #1)",James Redfield,"Redfield, James",,"=""""","=""""",3.0,Warner Books,Paperback,247,1995,1993,,2013/08/17,,,read,,,,1,0
11138,Mere Christianity,C.S. Lewis,"Lewis, C.S.",,"=""0684823780""","=""9780684823782""",5.0,Touchstone Books,Paperback,191,1996,1952,,2013/08/17,,,read,,,,1,0
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",0,Rupa & Co,Paperback,127,2003,1923,,2013/08/17,to-read,to-read (#96),to-read,,,,0,0
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"Ludlum, Robert",,"=""0752864327""","=""9780752864327""",4.0,Orion,Paperback,566,2005,1980,,2013/08/17,,,read,,,,1,0
174703,What to Expect When You're Expecting,Heidi Murkoff,"Murkoff, Heidi","Arlene Eisenberg, Sandee Hathaway","=""0761121323""","=""9780761121329""",3.0,Workman Pub Co,Paperback,597,2002,1984,,2013/08/17,,,read,,,,1,0
